SAMPLEID,TAXAID,N_TAXA,TYPE,TOLER,NATIVE,TROPHIC,SILT,INDEX_CLASS,SAMP_LENGTH_M,SAMP_WIDTH_M,SAMP_BIOMASS,INDEX_NAME,EXCLUDE,BCG_ATTR,DA_MI2,N_ANOMALIES,FAMILY,GENUS,THERMAL_INDICATOR,ELEVATION_ATTR,GRADIENT_ATTR,WSAREA_ATTR,REPRODUCTION,HABITAT,CONNECTIVITY,SCC,HYBRID
GXTL-532-R-1111,BLACKNOSE DACE,16,OTHRCYPR,T,N,OM,N,EPIEDMONT,75,7.95,7793,MBSS_2005_Fish,,,17.93,0,,,,,,,,,,,
GXTL-532-R-1111,SPOTTAIL SHINER,233,SHINER,I,N,OM,Y,EPIEDMONT,75,7.95,7793,MBSS_2005_Fish,,,17.93,0,,,,,,,,,,,
GXTL-532-R-1111,SWALLOWTAIL SHINER,41,SHINER,NOTYPE,N,IV,Y,EPIEDMONT,75,7.95,7793,MBSS_2005_Fish,,,17.93,0,,,,,,,,,,,
GXTL-532-R-1111,SATINFIN SHINER,3,SHINER,I,N,IV,N,EPIEDMONT,75,7.95,7793,MBSS_2005_Fish,,,17.93,0,,,,,,,,,,,
ITME-445-X-1111,TESSELLATED DARTER,1,DARTER,T,N,IV,N,EPIEDMONT,75,6.35,2566,MBSS_2005_Fish,,,1.71,0,,,,,,,,,,,
ITME-445-X-1111,WHITE SUCKER,3,SUCKER,T,N,OM,Y,EPIEDMONT,75,6.35,2566,MBSS_2005_Fish,,,1.71,0,,,,,,,,,,,
ITME-445-X-1111,BLACKNOSE DACE,129,OTHRCYPR,T,N,OM,N,EPIEDMONT,75,6.35,2566,MBSS_2005_Fish,,,1.71,0,,,,,,,,,,,
ITME-445-X-1111,ROSYSIDE DACE,1,OTHRCYPR,NOTYPE,N,IV,Y,EPIEDMONT,75,6.35,2566,MBSS_2005_Fish,,,1.71,0,,,,,,,,,,,
ITME-445-X-1111,LONGNOSE DACE,73,OTHRCYPR,NOTYPE,N,OM,N,EPIEDMONT,75,6.35,2566,MBSS_2005_Fish,,,1.71,0,,,,,,,,,,,
ITME-445-X-1111,FATHEAD MINNOW,1,OTHRCYPR,NOTYPE,I,OM,N,EPIEDMONT,75,6.35,2566,MBSS_2005_Fish,,,1.71,0,,,,,,,,,,,
ITME-445-X-1111,CUTLIP MINNOW,5,OTHRCYPR,NOTYPE,N,IV,Y,EPIEDMONT,75,6.35,2566,MBSS_2005_Fish,,,1.71,0,,,,,,,,,,,
ITME-445-X-1111,BLUE RIDGE SCULPIN,589,SCULPIN,I,N,IS,Y,EPIEDMONT,75,6.35,2566,MBSS_2005_Fish,,,1.71,0,,,,,,,,,,,
ITME-445-X-1111,AMERICAN EEL,5,NOTYPE,NOTYPE,N,GE,N,EPIEDMONT,75,6.35,2566,MBSS_2005_Fish,,,1.71,0,,,,,,,,,,,
ITME-445-X-1111,CREEK CHUB,2,OTHRCYPR,T,N,GE,Y,EPIEDMONT,75,6.35,2566,MBSS_2005_Fish,,,1.71,0,,,,,,,,,,,
ITME-532-X-1111,TESSELLATED DARTER,6,DARTER,T,N,IV,N,EPIEDMONT,75,4.55,3094,MBSS_2005_Fish,,,6.98,0,,,,,,,,,,,
ITME-532-X-1111,LONGNOSE DACE,88,OTHRCYPR,NOTYPE,N,OM,N,EPIEDMONT,75,4.55,3094,MBSS_2005_Fish,,,6.98,0,,,,,,,,,,,
ITME-532-X-1111,ROCK BASS,3,SUNFISH,NOTYPE,IC,GE,Y,EPIEDMONT,75,4.55,3094,MBSS_2005_Fish,,,6.98,0,,,,,,,,,,,
ITME-532-X-1111,YELLOW BULLHEAD,5,NOTYPE,NOTYPE,N,OM,N,EPIEDMONT,75,4.55,3094,MBSS_2005_Fish,,,6.98,0,,,,,,,,,,,
ITME-532-X-1111,WHITE SUCKER,2,SUCKER,T,N,OM,Y,EPIEDMONT,75,4.55,3094,MBSS_2005_Fish,,,6.98,0,,,,,,,,,,,
ITME-532-X-1111,ROSYSIDE DACE,1,OTHRCYPR,NOTYPE,N,IV,Y,EPIEDMONT,75,4.55,3094,MBSS_2005_Fish,,,6.98,0,,,,,,,,,,,
ITME-532-X-1111,RIVER CHUB,35,OTHRCYPR,I,N,OM,Y,EPIEDMONT,75,4.55,3094,MBSS_2005_Fish,,,6.98,0,,,,,,,,,,,
ITME-532-X-1111,MARGINED MADTOM,2,MADTOM,I,IY,IV,N,EPIEDMONT,75,4.55,3094,MBSS_2005_Fish,,,6.98,0,,,,,,,,,,,
ITME-532-X-1111,CUTLIP MINNOW,9,OTHRCYPR,NOTYPE,N,IV,Y,EPIEDMONT,75,4.55,3094,MBSS_2005_Fish,,,6.98,0,,,,,,,,,,,
ITME-532-X-1111,CREEK CHUB,5,OTHRCYPR,T,N,GE,Y,EPIEDMONT,75,4.55,3094,MBSS_2005_Fish,,,6.98,0,,,,,,,,,,,
ITME-532-X-1111,COMMON SHINER,4,SHINER,I,N,OM,Y,EPIEDMONT,75,4.55,3094,MBSS_2005_Fish,,,6.98,0,,,,,,,,,,,
ITME-532-X-1111,BLUNTNOSE MINNOW,3,OTHRCYPR,T,N,OM,N,EPIEDMONT,75,4.55,3094,MBSS_2005_Fish,,,6.98,0,,,,,,,,,,,
ITME-532-X-1111,BLUE RIDGE SCULPIN,67,SCULPIN,I,N,IS,Y,EPIEDMONT,75,4.55,3094,MBSS_2005_Fish,,,6.98,0,,,,,,,,,,,
ITME-532-X-1111,BLACKNOSE DACE,11,OTHRCYPR,T,N,OM,N,EPIEDMONT,75,4.55,3094,MBSS_2005_Fish,,,6.98,0,,,,,,,,,,,
ITME-532-X-1111,AMERICAN EEL,12,NOTYPE,NOTYPE,N,GE,N,EPIEDMONT,75,4.55,3094,MBSS_2005_Fish,,,6.98,0,,,,,,,,,,,
ITME-532-X-1111,CENTRAL STONEROLLER,4,OTHRCYPR,I,N,AL,Y,EPIEDMONT,75,4.55,3094,MBSS_2005_Fish,,,6.98,0,,,,,,,,,,,
ITME-532-X-1111,REDBREAST SUNFISH,2,SUNFISH,NOTYPE,IY,GE,N,EPIEDMONT,75,4.55,3094,MBSS_2005_Fish,,,6.98,0,,,,,,,,,,,
ITME-546-X-1111,SPOTTAIL SHINER,1,SHINER,I,N,OM,Y,EPIEDMONT,75,6.425,7760,MBSS_2005_Fish,,,9.93,0,,,,,,,,,,,
ITME-546-X-1111,LONGNOSE DACE,117,OTHRCYPR,NOTYPE,N,OM,N,EPIEDMONT,75,6.425,7760,MBSS_2005_Fish,,,9.93,0,,,,,,,,,,,
ITME-546-X-1111,REDBREAST SUNFISH,3,SUNFISH,NOTYPE,IY,GE,N,EPIEDMONT,75,6.425,7760,MBSS_2005_Fish,,,9.93,0,,,,,,,,,,,
ITME-546-X-1111,ROCK BASS,5,SUNFISH,NOTYPE,IC,GE,Y,EPIEDMONT,75,6.425,7760,MBSS_2005_Fish,,,9.93,0,,,,,,,,,,,
ITME-546-X-1111,YELLOW BULLHEAD,15,NOTYPE,NOTYPE,N,OM,N,EPIEDMONT,75,6.425,7760,MBSS_2005_Fish,,,9.93,0,,,,,,,,,,,
ITME-546-X-1111,WHITE SUCKER,95,SUCKER,T,N,OM,Y,EPIEDMONT,75,6.425,7760,MBSS_2005_Fish,,,9.93,0,,,,,,,,,,,
ITME-546-X-1111,TESSELLATED DARTER,157,DARTER,T,N,IV,N,EPIEDMONT,75,6.425,7760,MBSS_2005_Fish,,,9.93,0,,,,,,,,,,,
ITME-546-X-1111,ROSYSIDE DACE,112,OTHRCYPR,NOTYPE,N,IV,Y,EPIEDMONT,75,6.425,7760,MBSS_2005_Fish,,,9.93,0,,,,,,,,,,,
ITME-546-X-1111,GREEN SUNFISH,2,SUNFISH,T,IC,GE,N,EPIEDMONT,75,6.425,7760,MBSS_2005_Fish,,,9.93,0,,,,,,,,,,,
ITME-546-X-1111,MARGINED MADTOM,6,MADTOM,I,IY,IV,N,EPIEDMONT,75,6.425,7760,MBSS_2005_Fish,,,9.93,0,,,,,,,,,,,
ITME-546-X-1111,SMALLMOUTH BASS,1,NOTYPE,NOTYPE,IC,TP,N,EPIEDMONT,75,6.425,7760,MBSS_2005_Fish,,,9.93,0,,,,,,,,,,,
ITME-546-X-1111,ROSYFACE SHINER,1,SHINER,NOTYPE,N,IV,Y,EPIEDMONT,75,6.425,7760,MBSS_2005_Fish,,,9.93,0,,,,,,,,,,,
ITME-546-X-1111,BLUE RIDGE SCULPIN,761,SCULPIN,I,N,IS,Y,EPIEDMONT,75,6.425,7760,MBSS_2005_Fish,,,9.93,0,,,,,,,,,,,
ITME-546-X-1111,RIVER CHUB,9,OTHRCYPR,I,N,OM,Y,EPIEDMONT,75,6.425,7760,MBSS_2005_Fish,,,9.93,0,,,,,,,,,,,
ITME-546-X-1111,FATHEAD MINNOW,6,OTHRCYPR,NOTYPE,I,OM,N,EPIEDMONT,75,6.425,7760,MBSS_2005_Fish,,,9.93,0,,,,,,,,,,,
ITME-546-X-1111,BLACKNOSE DACE,279,OTHRCYPR,T,N,OM,N,EPIEDMONT,75,6.425,7760,MBSS_2005_Fish,,,9.93,0,,,,,,,,,,,
ITME-546-X-1111,BLUNTNOSE MINNOW,49,OTHRCYPR,T,N,OM,N,EPIEDMONT,75,6.425,7760,MBSS_2005_Fish,,,9.93,0,,,,,,,,,,,
ITME-546-X-1111,CENTRAL STONEROLLER,41,OTHRCYPR,I,N,AL,Y,EPIEDMONT,75,6.425,7760,MBSS_2005_Fish,,,9.93,0,,,,,,,,,,,
ITME-546-X-1111,CREEK CHUB,3,OTHRCYPR,T,N,GE,Y,EPIEDMONT,75,6.425,7760,MBSS_2005_Fish,,,9.93,0,,,,,,,,,,,
ITME-546-X-1111,CUTLIP MINNOW,97,OTHRCYPR,NOTYPE,N,IV,Y,EPIEDMONT,75,6.425,7760,MBSS_2005_Fish,,,9.93,0,,,,,,,,,,,
ITME-546-X-1111,AMERICAN EEL,14,NOTYPE,NOTYPE,N,GE,N,EPIEDMONT,75,6.425,7760,MBSS_2005_Fish,,,9.93,0,,,,,,,,,,,
ITME-511-X-1111,WHITE SUCKER,8,SUCKER,T,N,OM,Y,EPIEDMONT,75,6.625,3068,MBSS_2005_Fish,,,1.82,0,,,,,,,,,,,
ITME-511-X-1111,TESSELLATED DARTER,95,DARTER,T,N,IV,N,EPIEDMONT,75,6.625,3068,MBSS_2005_Fish,,,1.82,0,,,,,,,,,,,
ITME-511-X-1111,CENTRAL STONEROLLER,9,OTHRCYPR,I,N,AL,Y,EPIEDMONT,75,6.625,3068,MBSS_2005_Fish,,,1.82,0,,,,,,,,,,,
ITME-511-X-1111,BLUE RIDGE SCULPIN,468,SCULPIN,I,N,IS,Y,EPIEDMONT,75,6.625,3068,MBSS_2005_Fish,,,1.82,0,,,,,,,,,,,
ITME-511-X-1111,BLUEGILL,2,SUNFISH,T,IC,IV,N,EPIEDMONT,75,6.625,3068,MBSS_2005_Fish,,,1.82,0,,,,,,,,,,,
ITME-511-X-1111,LONGNOSE DACE,36,OTHRCYPR,NOTYPE,N,OM,N,EPIEDMONT,75,6.625,3068,MBSS_2005_Fish,,,1.82,0,,,,,,,,,,,
ITME-511-X-1111,CREEK CHUB,30,OTHRCYPR,T,N,GE,Y,EPIEDMONT,75,6.625,3068,MBSS_2005_Fish,,,1.82,0,,,,,,,,,,,
ITME-511-X-1111,AMERICAN EEL,4,NOTYPE,NOTYPE,N,GE,N,EPIEDMONT,75,6.625,3068,MBSS_2005_Fish,,,1.82,0,,,,,,,,,,,
ITME-511-X-1111,GOLDEN SHINER,2,OTHRCYPR,T,N,OM,N,EPIEDMONT,75,6.625,3068,MBSS_2005_Fish,,,1.82,0,,,,,,,,,,,
ITME-511-X-1111,BLACKNOSE DACE,466,OTHRCYPR,T,N,OM,N,EPIEDMONT,75,6.625,3068,MBSS_2005_Fish,,,1.82,0,,,,,,,,,,,
ITME-511-X-1111,ROSYSIDE DACE,43,OTHRCYPR,NOTYPE,N,IV,Y,EPIEDMONT,75,6.625,3068,MBSS_2005_Fish,,,1.82,0,,,,,,,,,,,
ITME-511-X-1111,SWALLOWTAIL SHINER,1,SHINER,NOTYPE,N,IV,Y,EPIEDMONT,75,6.625,3068,MBSS_2005_Fish,,,1.82,0,,,,,,,,,,,
ITME-511-X-1111,NORTHERN HOGSUCKER,2,SUCKER,I,N,IV,Y,EPIEDMONT,75,6.625,3068,MBSS_2005_Fish,,,1.82,0,,,,,,,,,,,
ITME-834-X-1111,PUMPKINSEED,1,SUNFISH,T,IY,IV,N,EPIEDMONT,75,20.775,15276,MBSS_2005_Fish,,,305.27,0,,,,,,,,,,,
ITME-834-X-1111,WARMOUTH,1,SUNFISH,NOTYPE,N,GE,N,EPIEDMONT,75,20.775,15276,MBSS_2005_Fish,,,305.27,0,,,,,,,,,,,
ITME-834-X-1111,YELLOW BULLHEAD,6,NOTYPE,NOTYPE,N,OM,N,EPIEDMONT,75,20.775,15276,MBSS_2005_Fish,,,305.27,0,,,,,,,,,,,
ITME-834-X-1111,STRIPED BASS,1,NOTYPE,NOTYPE,N,TP,N,EPIEDMONT,75,20.775,15276,MBSS_2005_Fish,,,305.27,0,,,,,,,,,,,
ITME-834-X-1111,TESSELLATED DARTER,1,DARTER,T,N,IV,N,EPIEDMONT,75,20.775,15276,MBSS_2005_Fish,,,305.27,0,,,,,,,,,,,
ITME-834-X-1111,BLACK CRAPPIE,3,SUNFISH,NOTYPE,IC,GE,N,EPIEDMONT,75,20.775,15276,MBSS_2005_Fish,,,305.27,0,,,,,,,,,,,
ITME-834-X-1111,YELLOW PERCH,2,NOTYPE,NOTYPE,IY,GE,N,EPIEDMONT,75,20.775,15276,MBSS_2005_Fish,,,305.27,0,,,,,,,,,,,
ITME-834-X-1111,CUTLIP MINNOW,3,OTHRCYPR,NOTYPE,N,IV,Y,EPIEDMONT,75,20.775,15276,MBSS_2005_Fish,,,305.27,0,,,,,,,,,,,
ITME-834-X-1111,MARGINED MADTOM,9,MADTOM,I,IY,IV,N,EPIEDMONT,75,20.775,15276,MBSS_2005_Fish,,,305.27,0,,,,,,,,,,,
ITME-834-X-1111,ROCK BASS,4,SUNFISH,NOTYPE,IC,GE,Y,EPIEDMONT,75,20.775,15276,MBSS_2005_Fish,,,305.27,0,,,,,,,,,,,
ITME-834-X-1111,AMERICAN EEL,100,NOTYPE,NOTYPE,N,GE,N,EPIEDMONT,75,20.775,15276,MBSS_2005_Fish,,,305.27,0,,,,,,,,,,,
ITME-834-X-1111,CYPRINELLA SP.,11,SHINER,I,N,IV,N,EPIEDMONT,75,20.775,15276,MBSS_2005_Fish,,,305.27,0,,,,,,,,,,,
ITME-834-X-1111,FALLFISH,4,OTHRCYPR,I,N,GE,Y,EPIEDMONT,75,20.775,15276,MBSS_2005_Fish,,,305.27,0,,,,,,,,,,,
ITME-834-X-1111,BLUEGILL,51,SUNFISH,T,IC,IV,N,EPIEDMONT,75,20.775,15276,MBSS_2005_Fish,,,305.27,0,,,,,,,,,,,
ITME-834-X-1111,COMMON CARP,1,OTHRCYPR,NOTYPE,I,OM,N,EPIEDMONT,75,20.775,15276,MBSS_2005_Fish,,,305.27,0,,,,,,,,,,,
ITME-834-X-1111,RIVER CHUB,17,OTHRCYPR,I,N,OM,Y,EPIEDMONT,75,20.775,15276,MBSS_2005_Fish,,,305.27,0,,,,,,,,,,,
ITME-834-X-1111,WHITE SUCKER,21,SUCKER,T,N,OM,Y,EPIEDMONT,75,20.775,15276,MBSS_2005_Fish,,,305.27,0,,,,,,,,,,,
ITME-834-X-1111,CENTRAL STONEROLLER,3,OTHRCYPR,I,N,AL,Y,EPIEDMONT,75,20.775,15276,MBSS_2005_Fish,,,305.27,0,,,,,,,,,,,
ITME-834-X-1111,LARGEMOUTH BASS,1,NOTYPE,T,IC,TP,N,EPIEDMONT,75,20.775,15276,MBSS_2005_Fish,,,305.27,0,,,,,,,,,,,
ITME-834-X-1111,REDBREAST SUNFISH,89,SUNFISH,NOTYPE,IY,GE,N,EPIEDMONT,75,20.775,15276,MBSS_2005_Fish,,,305.27,0,,,,,,,,,,,
ITME-834-X-1111,SEA LAMPREY,12,LAMPREY,I,N,FF,N,EPIEDMONT,75,20.775,15276,MBSS_2005_Fish,,,305.27,0,,,,,,,,,,,
ITME-834-X-1111,NORTHERN HOGSUCKER,23,SUCKER,I,N,IV,Y,EPIEDMONT,75,20.775,15276,MBSS_2005_Fish,,,305.27,0,,,,,,,,,,,
ITME-834-X-1111,COMMON SHINER,26,SHINER,I,N,OM,Y,EPIEDMONT,75,20.775,15276,MBSS_2005_Fish,,,305.27,0,,,,,,,,,,,
ITME-834-X-1111,CATFISH (UNKNOWN),1,"","","","","",EPIEDMONT,75,20.775,15276,MBSS_2005_Fish,,,305.27,0,,,,,,,,,,,
ITME-834-X-1111,GREEN SUNFISH,1,SUNFISH,T,IC,GE,N,EPIEDMONT,75,20.775,15276,MBSS_2005_Fish,,,305.27,0,,,,,,,,,,,
ITME-834-X-1111,SMALLMOUTH BASS,16,NOTYPE,NOTYPE,IC,TP,N,EPIEDMONT,75,20.775,15276,MBSS_2005_Fish,,,305.27,0,,,,,,,,,,,
ITME-835-X-1111,ROSYFACE SHINER,9,SHINER,NOTYPE,N,IV,Y,EPIEDMONT,75,14.65,8351,MBSS_2005_Fish,,,300.95,0,,,,,,,,,,,
ITME-835-X-1111,ROCK BASS,1,SUNFISH,NOTYPE,IC,GE,Y,EPIEDMONT,75,14.65,8351,MBSS_2005_Fish,,,300.95,0,,,,,,,,,,,
ITME-835-X-1111,BANDED KILLIFISH,1,NOTYPE,NOTYPE,N,IV,N,EPIEDMONT,75,14.65,8351,MBSS_2005_Fish,,,300.95,0,,,,,,,,,,,
ITME-835-X-1111,CREEK CHUB,3,OTHRCYPR,T,N,GE,Y,EPIEDMONT,75,14.65,8351,MBSS_2005_Fish,,,300.95,0,,,,,,,,,,,
ITME-835-X-1111,CENTRAL STONEROLLER,5,OTHRCYPR,I,N,AL,Y,EPIEDMONT,75,14.65,8351,MBSS_2005_Fish,,,300.95,0,,,,,,,,,,,
ITME-835-X-1111,WHITE SUCKER,1,SUCKER,T,N,OM,Y,EPIEDMONT,75,14.65,8351,MBSS_2005_Fish,,,300.95,0,,,,,,,,,,,
ITME-835-X-1111,TESSELLATED DARTER,10,DARTER,T,N,IV,N,EPIEDMONT,75,14.65,8351,MBSS_2005_Fish,,,300.95,0,,,,,,,,,,,
ITME-835-X-1111,SWALLOWTAIL SHINER,4,SHINER,NOTYPE,N,IV,Y,EPIEDMONT,75,14.65,8351,MBSS_2005_Fish,,,300.95,0,,,,,,,,,,,
ITME-835-X-1111,RIVER CHUB,118,OTHRCYPR,I,N,OM,Y,EPIEDMONT,75,14.65,8351,MBSS_2005_Fish,,,300.95,0,,,,,,,,,,,
ITME-835-X-1111,AMERICAN EEL,40,NOTYPE,NOTYPE,N,GE,N,EPIEDMONT,75,14.65,8351,MBSS_2005_Fish,,,300.95,0,,,,,,,,,,,
ITME-835-X-1111,BLACKNOSE DACE,3,OTHRCYPR,T,N,OM,N,EPIEDMONT,75,14.65,8351,MBSS_2005_Fish,,,300.95,0,,,,,,,,,,,
ITME-835-X-1111,MARGINED MADTOM,10,MADTOM,I,IY,IV,N,EPIEDMONT,75,14.65,8351,MBSS_2005_Fish,,,300.95,0,,,,,,,,,,,
ITME-835-X-1111,COMMON SHINER,7,SHINER,I,N,OM,Y,EPIEDMONT,75,14.65,8351,MBSS_2005_Fish,,,300.95,0,,,,,,,,,,,
ITME-835-X-1111,REDBREAST SUNFISH,34,SUNFISH,NOTYPE,IY,GE,N,EPIEDMONT,75,14.65,8351,MBSS_2005_Fish,,,300.95,0,,,,,,,,,,,
ITME-835-X-1111,CUTLIP MINNOW,2,OTHRCYPR,NOTYPE,N,IV,Y,EPIEDMONT,75,14.65,8351,MBSS_2005_Fish,,,300.95,0,,,,,,,,,,,
ITME-835-X-1111,SMALLMOUTH BASS,5,NOTYPE,NOTYPE,IC,TP,N,EPIEDMONT,75,14.65,8351,MBSS_2005_Fish,,,300.95,0,,,,,,,,,,,
ITME-835-X-1111,CYPRINELLA SP.,24,SHINER,I,N,IV,N,EPIEDMONT,75,14.65,8351,MBSS_2005_Fish,,,300.95,0,,,,,,,,,,,
ITME-835-X-1111,LONGNOSE DACE,8,OTHRCYPR,NOTYPE,N,OM,N,EPIEDMONT,75,14.65,8351,MBSS_2005_Fish,,,300.95,0,,,,,,,,,,,
ITME-835-X-1111,BLUE RIDGE SCULPIN,2,SCULPIN,I,N,IS,Y,EPIEDMONT,75,14.65,8351,MBSS_2005_Fish,,,300.95,0,,,,,,,,,,,
ITME-835-X-1111,NORTHERN HOGSUCKER,6,SUCKER,I,N,IV,Y,EPIEDMONT,75,14.65,8351,MBSS_2005_Fish,,,300.95,0,,,,,,,,,,,
ITME-835-X-1111,SPOTTAIL SHINER,1,SHINER,I,N,OM,Y,EPIEDMONT,75,14.65,8351,MBSS_2005_Fish,,,300.95,0,,,,,,,,,,,
ITME-843-X-1111,SHIELD DARTER,4,DARTER,I,N,IS,Y,EPIEDMONT,75,33.8,14859,MBSS_2005_Fish,,,277.79,0,,,,,,,,,,,
ITME-843-X-1111,SMALLMOUTH BASS,45,NOTYPE,NOTYPE,IC,TP,N,EPIEDMONT,75,33.8,14859,MBSS_2005_Fish,,,277.79,0,,,,,,,,,,,
ITME-843-X-1111,SWALLOWTAIL SHINER,158,SHINER,NOTYPE,N,IV,Y,EPIEDMONT,75,33.8,14859,MBSS_2005_Fish,,,277.79,0,,,,,,,,,,,
ITME-843-X-1111,TESSELLATED DARTER,36,DARTER,T,N,IV,N,EPIEDMONT,75,33.8,14859,MBSS_2005_Fish,,,277.79,0,,,,,,,,,,,
ITME-843-X-1111,YELLOW BULLHEAD,2,NOTYPE,NOTYPE,N,OM,N,EPIEDMONT,75,33.8,14859,MBSS_2005_Fish,,,277.79,0,,,,,,,,,,,
ITME-843-X-1111,RIVER CHUB,152,OTHRCYPR,I,N,OM,Y,EPIEDMONT,75,33.8,14859,MBSS_2005_Fish,,,277.79,0,,,,,,,,,,,
ITME-843-X-1111,AMERICAN EEL,46,NOTYPE,NOTYPE,N,GE,N,EPIEDMONT,75,33.8,14859,MBSS_2005_Fish,,,277.79,0,,,,,,,,,,,
ITME-843-X-1111,WHITE SUCKER,15,SUCKER,T,N,OM,Y,EPIEDMONT,75,33.8,14859,MBSS_2005_Fish,,,277.79,0,,,,,,,,,,,
ITME-843-X-1111,CYPRINELLA SP.,82,SHINER,I,N,IV,N,EPIEDMONT,75,33.8,14859,MBSS_2005_Fish,,,277.79,0,,,,,,,,,,,
ITME-843-X-1111,BANDED KILLIFISH,12,NOTYPE,NOTYPE,N,IV,N,EPIEDMONT,75,33.8,14859,MBSS_2005_Fish,,,277.79,0,,,,,,,,,,,
ITME-843-X-1111,BLACKNOSE DACE,1,OTHRCYPR,T,N,OM,N,EPIEDMONT,75,33.8,14859,MBSS_2005_Fish,,,277.79,0,,,,,,,,,,,
ITME-843-X-1111,BLUE RIDGE SCULPIN,152,SCULPIN,I,N,IS,Y,EPIEDMONT,75,33.8,14859,MBSS_2005_Fish,,,277.79,0,,,,,,,,,,,
ITME-843-X-1111,BLUNTNOSE MINNOW,120,OTHRCYPR,T,N,OM,N,EPIEDMONT,75,33.8,14859,MBSS_2005_Fish,,,277.79,0,,,,,,,,,,,
ITME-843-X-1111,CENTRAL STONEROLLER,1,OTHRCYPR,I,N,AL,Y,EPIEDMONT,75,33.8,14859,MBSS_2005_Fish,,,277.79,0,,,,,,,,,,,
ITME-843-X-1111,COMMON SHINER,26,SHINER,I,N,OM,Y,EPIEDMONT,75,33.8,14859,MBSS_2005_Fish,,,277.79,0,,,,,,,,,,,
ITME-843-X-1111,ROSYFACE SHINER,76,SHINER,NOTYPE,N,IV,Y,EPIEDMONT,75,33.8,14859,MBSS_2005_Fish,,,277.79,0,,,,,,,,,,,
ITME-843-X-1111,CUTLIP MINNOW,37,OTHRCYPR,NOTYPE,N,IV,Y,EPIEDMONT,75,33.8,14859,MBSS_2005_Fish,,,277.79,0,,,,,,,,,,,
ITME-843-X-1111,SEA LAMPREY,2,LAMPREY,I,N,FF,N,EPIEDMONT,75,33.8,14859,MBSS_2005_Fish,,,277.79,0,,,,,,,,,,,
ITME-843-X-1111,LONGNOSE DACE,11,OTHRCYPR,NOTYPE,N,OM,N,EPIEDMONT,75,33.8,14859,MBSS_2005_Fish,,,277.79,0,,,,,,,,,,,
ITME-843-X-1111,MARGINED MADTOM,26,MADTOM,I,IY,IV,N,EPIEDMONT,75,33.8,14859,MBSS_2005_Fish,,,277.79,0,,,,,,,,,,,
ITME-843-X-1111,NORTHERN HOGSUCKER,139,SUCKER,I,N,IV,Y,EPIEDMONT,75,33.8,14859,MBSS_2005_Fish,,,277.79,0,,,,,,,,,,,
ITME-843-X-1111,REDBREAST SUNFISH,57,SUNFISH,NOTYPE,IY,GE,N,EPIEDMONT,75,33.8,14859,MBSS_2005_Fish,,,277.79,0,,,,,,,,,,,
ITME-843-X-1111,ROCK BASS,10,SUNFISH,NOTYPE,IC,GE,Y,EPIEDMONT,75,33.8,14859,MBSS_2005_Fish,,,277.79,0,,,,,,,,,,,
ITME-843-X-1111,CREEK CHUB,1,OTHRCYPR,T,N,GE,Y,EPIEDMONT,75,33.8,14859,MBSS_2005_Fish,,,277.79,0,,,,,,,,,,,
ITME-844-X-1111,BLUNTNOSE MINNOW,127,OTHRCYPR,T,N,OM,N,EPIEDMONT,75,23.4,12610,MBSS_2005_Fish,,,259.39,0,,,,,,,,,,,
ITME-844-X-1111,SPOTFIN SHINER,1,SHINER,I,N,IV,N,EPIEDMONT,75,23.4,12610,MBSS_2005_Fish,,,259.39,0,,,,,,,,,,,
ITME-844-X-1111,YELLOW BULLHEAD,1,NOTYPE,NOTYPE,N,OM,N,EPIEDMONT,75,23.4,12610,MBSS_2005_Fish,,,259.39,0,,,,,,,,,,,
ITME-844-X-1111,WHITE SUCKER,8,SUCKER,T,N,OM,Y,EPIEDMONT,75,23.4,12610,MBSS_2005_Fish,,,259.39,0,,,,,,,,,,,
ITME-844-X-1111,BLUE RIDGE SCULPIN,76,SCULPIN,I,N,IS,Y,EPIEDMONT,75,23.4,12610,MBSS_2005_Fish,,,259.39,0,,,,,,,,,,,
ITME-844-X-1111,SWALLOWTAIL SHINER,54,SHINER,NOTYPE,N,IV,Y,EPIEDMONT,75,23.4,12610,MBSS_2005_Fish,,,259.39,0,,,,,,,,,,,
ITME-844-X-1111,AMERICAN EEL,142,NOTYPE,NOTYPE,N,GE,N,EPIEDMONT,75,23.4,12610,MBSS_2005_Fish,,,259.39,0,,,,,,,,,,,
ITME-844-X-1111,SMALLMOUTH BASS,20,NOTYPE,NOTYPE,IC,TP,N,EPIEDMONT,75,23.4,12610,MBSS_2005_Fish,,,259.39,0,,,,,,,,,,,
ITME-844-X-1111,SHIELD DARTER,9,DARTER,I,N,IS,Y,EPIEDMONT,75,23.4,12610,MBSS_2005_Fish,,,259.39,0,,,,,,,,,,,
ITME-844-X-1111,ROCK BASS,11,SUNFISH,NOTYPE,IC,GE,Y,EPIEDMONT,75,23.4,12610,MBSS_2005_Fish,,,259.39,0,,,,,,,,,,,
ITME-844-X-1111,RIVER CHUB,71,OTHRCYPR,I,N,OM,Y,EPIEDMONT,75,23.4,12610,MBSS_2005_Fish,,,259.39,0,,,,,,,,,,,
ITME-844-X-1111,REDBREAST SUNFISH,86,SUNFISH,NOTYPE,IY,GE,N,EPIEDMONT,75,23.4,12610,MBSS_2005_Fish,,,259.39,0,,,,,,,,,,,
